,Unnamed: 0,sex,row_number,liters_drunk,drink,check_number,label,age_young,age_medium,age_old,morning1,afternoon1,evening1
8021,8021,1,16.0,3.0,0,1539,0,young,,,1,0,0
8022,8022,1,88.0,4.0,0,9882,1,,medium,,0,0,1
8023,8023,0,48.0,2.0,0,6089,0,,medium,,0,0,1
8027,8027,1,95.0,3.0,1,3575,0,,,old,0,0,1
8028,8028,0,13.0,0.0,1,7531,1,,,old,1,0,0
8029,8029,0,4.0,3.0,0,2736,1,young,,,0,0,1
8030,8030,1,91.0,3.0,0,651,1,,,old,0,1,0
8031,8031,1,54.0,2.0,0,3410,1,young,,,1,0,0
8032,8032,0,94.0,2.48,1,7662,0,,,old,1,0,0
8037,8037,0,91.0,2.48,0,2864,1,,,old,1,0,0
8040,8040,0,40.0,4.0,0,9872,0,,,old,1,0,0
8041,8041,0,3.0,2.48,1,1613,1,,medium,,1,0,0
8042,8042,0,50.0,5.0,0,1792,1,,,old,0,1,0
8043,8043,0,14.0,2.0,1,72,1,,,old,1,0,0
8045,8045,0,85.0,1.0,0,8043,1,,medium,,1,0,0
8048,8048,1,62.0,2.48,0,8052,1,,medium,,0,1,0
8049,8049,1,85.0,4.0,0,7275,1,,medium,,0,1,0
8050,8050,0,30.0,5.0,1,6555,0,,,old,0,1,0
8052,8052,0,77.0,1.0,0,6620,1,,medium,,0,1,0
8053,8053,0,74.0,2.48,0,931,1,young,,,0,1,0
8054,8054,0,24.0,0.0,0,1455,0,,medium,,0,1,0
8055,8055,1,30.0,5.0,0,2013,0,,medium,,1,0,0
8057,8057,0,34.0,0.0,0,1903,1,,medium,,0,1,0
8058,8058,1,50.0,0.0,0,165,0,,medium,,0,1,0
8060,8060,0,28.0,0.0,0,832,1,,,old,1,0,0
8063,8063,0,42.0,2.0,0,7152,1,,,old,0,0,1
8065,8065,0,84.0,0.0,1,4688,1,,,old,1,0,0
8066,8066,0,24.0,5.0,0,6348,1,young,,,0,0,1
8067,8067,1,32.0,0.0,1,1492,1,,,old,0,0,1
8069,8069,1,100.0,3.0,1,7503,1,,,old,1,0,0
8070,8070,0,27.0,3.0,0,8755,1,,medium,,1,0,0
8072,8072,0,30.0,4.0,1,8571,1,,medium,,1,0,0
8073,8073,1,44.0,5.0,1,5315,1,,medium,,0,0,1
8075,8075,1,79.0,0.0,1,4485,1,,medium,,1,0,0
8076,8076,1,52.0,2.48,1,3200,0,,,old,0,0,1
8077,8077,1,81.0,0.0,0,8511,1,,,old,0,0,1
8079,8079,1,3.0,2.48,0,546,1,,medium,,0,0,1
8080,8080,0,44.0,3.0,1,1252,1,,medium,,0,0,1
8081,8081,1,85.0,4.0,0,1610,1,,medium,,1,0,0
8084,8084,1,91.0,4.0,1,7083,1,,medium,,0,0,1
8085,8085,1,43.0,0.0,1,8429,0,,medium,,1,0,0
8086,8086,1,6.0,3.0,1,1641,0,,medium,,0,0,1
8087,8087,0,44.0,0.0,0,9747,0,young,,,0,1,0
8089,8089,0,82.0,2.0,1,1852,0,,medium,,0,1,0
8090,8090,1,59.0,3.0,1,2389,1,,,old,1,0,0
8093,8093,1,58.0,3.0,0,5431,1,,,old,1,0,0
8096,8096,1,54.0,2.48,0,5695,0,,medium,,0,1,0
8097,8097,1,92.0,4.0,0,1322,0,,,old,0,1,0
8099,8099,1,27.0,3.0,0,4813,0,,medium,,0,0,1
8102,8102,0,61.0,5.0,0,183,0,,,old,0,0,1
8103,8103,1,44.0,0.0,0,6081,1,young,,,0,0,1
8104,8104,1,91.0,3.0,1,2005,1,,,old,0,1,0
8106,8106,0,79.0,4.0,0,1353,0,,,old,0,1,0
8109,8109,1,33.0,2.0,0,6710,1,,,old,0,1,0
8113,8113,0,8.0,4.0,1,3904,1,,,old,0,1,0
8116,8116,1,66.0,4.0,0,4136,0,,medium,,1,0,0
8117,8117,1,57.0,1.0,1,464,1,,medium,,0,0,1
8118,8118,1,98.0,2.48,1,4776,0,,,old,0,1,0
8119,8119,1,47.0,2.0,0,1519,0,,,old,1,0,0
8120,8120,0,87.0,2.0,0,1779,1,,,old,1,0,0
8121,8121,0,92.0,5.0,0,8303,1,,medium,,0,0,1
8124,8124,0,60.0,3.0,0,3141,1,,medium,,0,1,0
8126,8126,1,29.0,3.0,1,5553,1,,medium,,1,0,0
8127,8127,1,97.0,2.0,0,257,0,,,old,0,0,1
8128,8128,1,67.0,3.0,1,7080,1,,,old,0,0,1
8130,8130,1,93.0,3.0,0,8507,1,,medium,,0,0,1
8131,8131,1,7.0,0.0,1,2770,0,,medium,,0,0,1
8132,8132,0,87.0,3.0,1,9155,1,,,old,1,0,0
8133,8133,0,36.0,3.0,1,4592,1,,medium,,0,0,1
8136,8136,1,91.0,2.0,0,3992,1,,,old,0,1,0
8137,8137,0,64.0,4.0,0,7288,1,,,old,1,0,0
8138,8138,0,33.0,0.0,0,6549,1,young,,,0,1,0
8139,8139,1,49.0,4.0,1,9546,1,,,old,0,1,0
8140,8140,0,67.0,5.0,0,9808,1,young,,,0,1,0
8143,8143,1,22.0,1.0,0,7026,1,young,,,1,0,0
8144,8144,0,100.0,0.0,1,3125,1,,,old,0,1,0
8145,8145,1,88.0,0.0,0,8201,0,young,,,0,0,1
8146,8146,1,17.0,3.0,1,8528,0,,,old,1,0,0
8150,8150,0,81.0,4.0,0,5114,0,,,old,0,1,0
8151,8151,0,21.0,0.0,0,995,0,,,old,1,0,0
8152,8152,1,23.0,5.0,0,5353,1,,medium,,1,0,0
8154,8154,1,73.0,0.0,1,5671,1,,medium,,1,0,0
8159,8159,0,18.0,3.0,1,5229,1,,,old,0,0,1
8160,8160,1,60.0,0.0,1,2247,1,,medium,,1,0,0
8165,8165,0,98.0,5.0,0,3810,1,,,old,1,0,0
8166,8166,1,13.0,2.0,1,2915,0,,medium,,0,0,1
8167,8167,1,25.0,2.0,1,4763,1,,medium,,1,0,0
8171,8171,0,99.0,1.0,1,837,0,,medium,,0,0,1
8172,8172,1,33.0,2.0,1,2472,1,,medium,,0,0,1
8173,8173,0,81.0,1.0,1,824,0,,medium,,0,0,1
8174,8174,1,51.0,5.0,0,4621,1,young,,,0,1,0
8175,8175,1,40.0,5.0,1,9106,0,,,old,1,0,0
8177,8177,1,31.0,2.48,0,321,1,young,,,0,0,1
8179,8179,1,29.0,4.0,0,371,0,,,old,0,0,1
8180,8180,1,95.0,2.0,0,8677,1,,,old,0,1,0
8181,8181,0,64.0,0.0,0,6683,1,,medium,,0,1,0
8182,8182,0,4.0,3.0,0,7168,1,,medium,,0,0,1
8183,8183,0,67.0,4.0,0,238,1,,,old,0,1,0
8184,8184,0,43.0,4.0,1,2280,0,,,old,1,0,0
8185,8185,0,39.0,2.0,1,4129,1,,medium,,1,0,0
8186,8186,0,73.0,0.0,1,5870,1,,medium,,0,1,0
8187,8187,0,70.0,5.0,0,1762,0,,medium,,1,0,0
8188,8188,0,50.0,4.0,1,812,0,,,old,0,1,0
8189,8189,0,52.0,2.48,0,2181,1,young,,,0,0,1
8190,8190,0,28.0,4.0,0,4332,1,,medium,,0,1,0
8193,8193,0,17.0,1.0,0,5717,0,young,,,1,0,0
8194,8194,0,34.0,1.0,0,3008,1,,,old,0,1,0
8199,8199,0,85.0,2.0,0,4867,0,,,old,0,1,0
8201,8201,1,53.0,4.0,0,8139,1,,medium,,1,0,0
8202,8202,0,45.0,0.0,0,329,1,,,old,0,0,1
8203,8203,1,18.0,1.0,0,4276,0,,,old,1,0,0
8204,8204,0,86.0,2.0,0,1859,1,,medium,,1,0,0
8205,8205,0,78.0,2.0,1,3074,0,,,old,1,0,0
8206,8206,0,92.0,2.48,1,9989,0,,,old,0,0,1
8209,8209,0,39.0,5.0,0,409,1,young,,,1,0,0
8210,8210,1,65.0,4.0,0,6759,1,,,old,0,0,1
8211,8211,1,85.0,2.0,0,1917,0,,,old,0,1,0
8212,8212,0,22.0,5.0,0,3521,1,,medium,,0,0,1
8213,8213,0,14.0,2.0,1,2125,0,,,old,0,1,0
8214,8214,0,62.0,4.0,0,5169,1,,medium,,1,0,0
8215,8215,1,33.0,3.0,0,9104,1,young,,,0,0,1
8218,8218,1,19.0,5.0,1,1697,1,,,old,1,0,0
8219,8219,0,100.0,3.0,1,7849,0,,,old,1,0,0
8221,8221,0,6.0,2.0,0,7183,0,,,old,0,1,0
8223,8223,1,53.0,3.0,1,1177,1,,medium,,0,0,1
8224,8224,0,32.0,4.0,0,6102,0,young,,,0,0,1
8225,8225,0,52.0,2.48,0,3783,1,young,,,0,1,0
8226,8226,0,35.0,4.0,0,910,1,,,old,1,0,0
8227,8227,0,1.0,2.0,0,5102,0,,,old,0,0,1
8228,8228,1,15.0,0.0,1,7297,0,,medium,,0,0,1
8232,8232,0,45.0,3.0,0,1907,0,young,,,1,0,0
8233,8233,0,44.0,0.0,0,6783,0,,medium,,0,0,1
8234,8234,1,50.0,0.0,1,9495,1,,medium,,1,0,0
8237,8237,1,89.0,3.0,1,1709,1,,medium,,0,0,1
8239,8239,1,14.0,5.0,0,6562,1,,,old,0,1,0
8241,8241,1,95.0,5.0,1,9111,0,,,old,1,0,0
8242,8242,1,39.0,2.0,0,378,1,,medium,,1,0,0
8244,8244,0,27.0,3.0,0,5109,0,,,old,1,0,0
8245,8245,0,70.0,2.0,0,2241,0,,medium,,0,1,0
8248,8248,1,78.0,3.0,1,9441,1,,medium,,0,1,0
8249,8249,1,16.0,3.0,0,6589,0,,medium,,1,0,0
8250,8250,1,70.0,0.0,1,8822,0,,,old,1,0,0
8251,8251,1,74.0,0.0,0,3736,0,,medium,,1,0,0
8255,8255,1,99.0,1.0,0,1014,1,,,old,0,1,0
8256,8256,1,100.0,3.0,1,9001,1,,medium,,1,0,0
8258,8258,1,93.0,2.48,1,4107,1,,medium,,0,1,0
8260,8260,1,26.0,5.0,1,1938,1,,medium,,0,0,1
8262,8262,0,64.0,2.48,0,5765,1,,medium,,1,0,0
8263,8263,0,85.0,1.0,1,148,0,,medium,,0,0,1
8266,8266,1,78.0,4.0,1,1247,0,,,old,0,1,0
8267,8267,0,92.0,0.0,0,49,1,young,,,0,1,0
8268,8268,0,91.0,3.0,0,3129,0,young,,,0,1,0
8269,8269,0,40.0,2.0,1,3105,0,,,old,0,0,1
8270,8270,0,11.0,1.0,0,5759,1,young,,,1,0,0
8271,8271,1,71.0,4.0,0,7360,0,young,,,0,0,1
8273,8273,1,74.0,4.0,0,1237,1,,medium,,0,0,1
8275,8275,0,13.0,4.0,0,1268,0,,medium,,0,0,1
8276,8276,0,38.0,5.0,0,8047,1,,medium,,1,0,0
8277,8277,0,51.0,5.0,1,9191,0,,,old,0,1,0
8281,8281,0,21.0,4.0,0,3919,1,young,,,0,1,0
8282,8282,1,45.0,5.0,0,4635,1,,,old,1,0,0
8285,8285,0,3.0,3.0,1,8355,1,,medium,,0,0,1
8286,8286,0,97.0,2.48,0,271,1,,,old,1,0,0
8287,8287,1,92.0,3.0,1,3107,0,,medium,,1,0,0
8288,8288,1,97.0,3.0,0,9107,0,,medium,,1,0,0
8289,8289,0,81.0,3.0,1,2227,1,,,old,0,0,1
8291,8291,0,23.0,0.0,1,1909,0,,,old,0,1,0
8293,8293,0,89.0,2.0,1,7566,0,,,old,0,0,1
8294,8294,0,14.0,2.0,0,6151,0,,,old,1,0,0
8295,8295,0,59.0,0.0,0,8699,0,,medium,,1,0,0
8296,8296,1,36.0,1.0,1,8524,0,,medium,,0,0,1
8298,8298,1,49.0,2.48,1,791,1,,medium,,1,0,0
8299,8299,1,69.0,0.0,1,1594,1,,medium,,0,0,1
8300,8300,1,51.0,4.0,0,6795,0,,medium,,0,1,0
8304,8304,1,35.0,4.0,0,5940,0,young,,,1,0,0
8305,8305,1,43.0,4.0,0,8097,1,young,,,1,0,0
8306,8306,1,37.0,1.0,0,9572,1,,,old,0,0,1
8308,8308,1,17.0,3.0,1,6713,0,,,old,0,1,0
8309,8309,0,47.0,0.0,0,6391,1,young,,,1,0,0
8314,8314,1,70.0,2.0,1,3848,0,,medium,,1,0,0
8315,8315,1,1.0,2.48,1,1142,1,,medium,,1,0,0
8316,8316,0,67.0,5.0,1,6201,0,,,old,0,1,0
8317,8317,0,89.0,3.0,1,6689,0,,,old,0,1,0
8318,8318,1,43.0,1.0,1,976,1,,medium,,1,0,0
8321,8321,1,1.0,3.0,1,7112,1,,medium,,1,0,0
8323,8323,0,30.0,5.0,1,2343,1,,medium,,1,0,0
8325,8325,1,60.0,2.48,0,3099,1,,,old,0,1,0
8328,8328,1,90.0,4.0,0,5196,1,,medium,,0,1,0
8329,8329,1,6.0,4.0,1,6832,1,,,old,1,0,0
8330,8330,1,86.0,2.0,1,2420,1,,,old,0,1,0
8331,8331,0,45.0,3.0,0,1978,0,,,old,0,0,1
8332,8332,1,80.0,4.0,0,1053,1,,medium,,1,0,0
8333,8333,0,100.0,3.0,0,237,0,,medium,,1,0,0
8334,8334,0,29.0,4.0,1,6,0,,,old,0,0,1
8335,8335,1,83.0,3.0,1,261,1,,,old,0,1,0
8336,8336,1,55.0,3.0,0,538,0,,medium,,1,0,0
8339,8339,1,3.0,1.0,0,5814,0,,medium,,0,1,0
8341,8341,0,86.0,1.0,1,2341,0,,,old,1,0,0
8342,8342,1,11.0,2.48,0,9799,1,,medium,,1,0,0
8343,8343,0,72.0,1.0,0,9033,0,,,old,0,0,1
8344,8344,0,68.0,0.0,0,8713,1,young,,,0,1,0
8346,8346,1,42.0,1.0,1,665,1,,,old,0,0,1
8347,8347,0,100.0,5.0,1,2037,1,,,old,0,0,1
8348,8348,0,44.0,0.0,1,8929,1,,,old,1,0,0
8349,8349,0,18.0,2.48,1,7722,1,,medium,,0,0,1
8350,8350,1,13.0,0.0,1,3855,1,,,old,0,1,0
8351,8351,1,12.0,5.0,1,444,1,,medium,,0,1,0
8352,8352,0,84.0,3.0,1,132,1,,medium,,1,0,0
8354,8354,0,16.0,5.0,0,2329,1,,,old,1,0,0
8356,8356,1,78.0,2.0,0,4196,1,young,,,0,1,0
8357,8357,0,44.0,2.48,1,7431,1,,,old,1,0,0
8358,8358,0,81.0,1.0,0,2082,1,,,old,0,0,1
8360,8360,0,55.0,2.48,1,6237,1,,medium,,0,0,1
8361,8361,0,62.0,1.0,0,9537,0,,medium,,0,0,1
8362,8362,1,80.0,0.0,1,3443,0,,medium,,0,1,0
8364,8364,0,63.0,0.0,0,7046,1,,,old,1,0,0
8365,8365,0,35.0,1.0,1,8703,1,,,old,0,0,1
8366,8366,1,11.0,5.0,1,2324,1,,medium,,0,1,0
8368,8368,0,22.0,5.0,0,5078,0,,medium,,0,1,0
8369,8369,0,0.0,2.48,1,5659,0,,,old,0,1,0
8370,8370,0,8.0,4.0,0,9052,0,,medium,,1,0,0
8371,8371,1,11.0,4.0,0,5935,1,,medium,,0,1,0
8372,8372,0,83.0,2.48,1,6971,1,,,old,0,0,1
8373,8373,1,84.0,5.0,0,3966,0,,medium,,0,0,1
8375,8375,1,36.0,0.0,0,3882,0,,medium,,0,1,0
8376,8376,1,39.0,4.0,0,3361,1,,medium,,0,1,0
8377,8377,1,45.0,4.0,0,7412,1,,,old,0,1,0
8378,8378,1,32.0,4.0,1,7470,1,,medium,,0,1,0
8379,8379,1,60.0,5.0,1,2075,1,,,old,0,0,1
8380,8380,1,100.0,4.0,0,9490,1,,medium,,1,0,0
8381,8381,1,49.0,4.0,0,1999,1,,medium,,1,0,0
8382,8382,1,88.0,2.48,0,5161,0,,medium,,0,0,1
8383,8383,1,91.0,0.0,1,8990,1,,,old,0,1,0
8384,8384,0,93.0,3.0,0,8909,0,,medium,,0,1,0
8388,8388,0,54.0,0.0,1,4333,0,,medium,,0,0,1
8389,8389,0,61.0,0.0,1,9737,0,,,old,0,0,1
8390,8390,0,0.0,1.0,0,484,1,,medium,,0,1,0
8391,8391,0,39.0,2.48,0,3948,1,,medium,,1,0,0
8392,8392,1,1.0,2.0,0,3424,0,,medium,,0,0,1
8393,8393,1,10.0,5.0,1,6596,1,,medium,,1,0,0
8396,8396,0,97.0,2.48,1,4130,1,,medium,,0,1,0
8397,8397,1,28.0,3.0,1,1386,0,,,old,0,0,1
8398,8398,1,22.0,4.0,0,4271,1,young,,,0,1,0
8399,8399,0,2.0,0.0,1,1294,1,,,old,0,1,0
8400,8400,0,6.0,1.0,1,9268,1,,medium,,0,0,1
8401,8401,1,36.0,1.0,1,5355,1,,medium,,0,1,0
8402,8402,1,94.0,0.0,1,6040,0,,medium,,1,0,0
8403,8403,1,18.0,2.0,0,2826,0,,,old,1,0,0
8410,8410,1,28.0,4.0,1,3776,1,,,old,0,0,1
8412,8412,1,74.0,5.0,1,7398,0,,,old,0,1,0
8415,8415,0,17.0,5.0,0,4318,1,,,old,1,0,0
8416,8416,0,34.0,2.0,1,4839,1,,,old,1,0,0
8417,8417,0,84.0,0.0,1,6657,0,,medium,,1,0,0
8418,8418,1,67.0,5.0,1,288,0,,,old,0,0,1
8421,8421,1,40.0,1.0,0,1207,0,,medium,,0,0,1
8422,8422,0,88.0,5.0,1,3393,1,,,old,0,1,0
8424,8424,0,52.0,4.0,0,4856,1,,medium,,1,0,0
8425,8425,1,13.0,4.0,1,3335,1,,medium,,1,0,0
8426,8426,0,18.0,2.48,1,6682,0,,medium,,0,0,1
8427,8427,1,34.0,5.0,0,4120,1,,,old,1,0,0
8430,8430,1,40.0,1.0,1,9292,0,,,old,0,0,1
8431,8431,0,19.0,0.0,1,6107,1,,,old,0,1,0
8432,8432,0,9.0,5.0,0,2525,1,,,old,1,0,0
8433,8433,1,99.0,1.0,1,7949,1,,,old,1,0,0
8434,8434,1,80.0,5.0,1,6103,1,,medium,,1,0,0
8435,8435,0,44.0,2.0,1,5802,0,,,old,0,1,0
8436,8436,0,54.0,2.0,0,4002,1,,medium,,0,0,1
8437,8437,1,83.0,4.0,0,3555,1,,medium,,0,1,0
8438,8438,1,84.0,0.0,1,8209,0,,medium,,0,0,1
8439,8439,0,100.0,0.0,1,9601,1,,medium,,0,0,1
8440,8440,1,1.0,0.0,0,3112,0,young,,,0,1,0
8442,8442,0,46.0,0.0,0,864,1,,medium,,0,0,1
8443,8443,1,16.0,4.0,1,1275,0,,,old,0,0,1
8444,8444,0,79.0,5.0,0,0,0,,medium,,0,1,0
8445,8445,0,18.0,3.0,1,6533,1,,medium,,0,1,0
8446,8446,0,10.0,2.0,1,2526,1,,medium,,0,1,0
8447,8447,0,72.0,2.48,0,4434,0,,medium,,1,0,0
8448,8448,0,3.0,5.0,0,1448,1,young,,,0,0,1
8449,8449,0,77.0,2.0,1,8264,1,,medium,,1,0,0
8450,8450,1,100.0,3.0,0,9529,0,,medium,,1,0,0
8453,8453,1,47.0,4.0,1,9184,0,,,old,1,0,0
8454,8454,0,100.0,2.0,0,7734,0,,medium,,0,0,1
8456,8456,1,76.0,0.0,1,9496,1,,,old,0,1,0
8458,8458,1,100.0,0.0,0,71,1,,medium,,1,0,0
8459,8459,1,68.0,2.48,0,4627,1,,,old,1,0,0
8460,8460,1,28.0,0.0,0,6353,1,young,,,0,0,1
8461,8461,0,75.0,3.0,0,4777,1,,,old,0,0,1
8462,8462,1,7.0,1.0,1,3162,1,,medium,,0,1,0
8463,8463,1,39.0,4.0,0,683,1,,medium,,0,1,0
8464,8464,1,45.0,4.0,0,4310,1,,,old,1,0,0
8465,8465,0,45.0,5.0,1,8803,1,,medium,,1,0,0
8466,8466,0,47.0,1.0,0,6311,1,,,old,0,0,1
8467,8467,1,100.0,2.0,1,1651,0,,,old,0,1,0
8468,8468,0,26.0,2.0,0,3862,0,,,old,0,1,0
8471,8471,1,36.0,3.0,1,880,1,,medium,,1,0,0
8473,8473,0,10.0,4.0,0,9369,0,,medium,,1,0,0
8474,8474,0,84.0,3.0,1,9248,1,,,old,0,0,1
8475,8475,1,39.0,2.0,1,8815,1,,medium,,1,0,0
8476,8476,1,26.0,0.0,0,7732,1,,medium,,0,1,0
8477,8477,1,64.0,0.0,0,4144,1,young,,,0,1,0
8478,8478,0,17.0,0.0,0,3640,0,,medium,,0,1,0
8481,8481,0,89.0,3.0,1,8443,1,,medium,,1,0,0
8483,8483,1,48.0,0.0,1,8238,1,,,old,1,0,0
8484,8484,1,0.0,2.0,0,4088,0,,,old,0,0,1
8485,8485,1,8.0,0.0,1,4368,1,,,old,1,0,0
8486,8486,0,4.0,2.48,1,4811,1,,,old,0,0,1
8488,8488,0,85.0,2.48,0,1494,1,young,,,0,1,0
8489,8489,1,51.0,1.0,1,4147,1,,medium,,0,1,0
8490,8490,1,11.0,4.0,1,4997,1,,medium,,0,0,1
8493,8493,0,100.0,4.0,0,5086,0,young,,,0,1,0
8494,8494,1,17.0,4.0,0,1220,0,,medium,,0,0,1
8495,8495,1,4.0,1.0,0,8434,1,,,old,0,0,1
8496,8496,1,87.0,2.0,0,7049,1,young,,,1,0,0
8499,8499,0,83.0,2.48,1,1,1,,medium,,0,0,1
8500,8500,0,95.0,0.0,0,8369,1,,medium,,1,0,0
8502,8502,0,100.0,4.0,0,5092,1,,medium,,0,0,1
8505,8505,0,22.0,5.0,1,1351,1,,,old,0,1,0
8507,8507,0,85.0,1.0,0,2785,1,,,old,1,0,0
8509,8509,1,100.0,2.0,0,2583,0,,medium,,1,0,0
8512,8512,1,45.0,1.0,1,1774,0,,,old,0,1,0
8513,8513,1,100.0,3.0,0,8746,1,,medium,,1,0,0
8514,8514,0,46.0,4.0,1,4910,0,,,old,0,1,0
8515,8515,1,55.0,2.0,0,5818,0,young,,,1,0,0
8516,8516,0,100.0,5.0,1,5576,1,,medium,,0,0,1
8518,8518,1,1.0,1.0,0,77,1,young,,,0,1,0
8519,8519,1,70.0,5.0,1,1690,1,,medium,,1,0,0
8520,8520,0,94.0,2.48,0,1249,1,young,,,1,0,0
8521,8521,0,66.0,1.0,0,9275,1,,medium,,1,0,0
8522,8522,1,35.0,4.0,0,8418,1,,medium,,0,1,0
8523,8523,1,97.0,2.0,0,1848,1,,,old,0,1,0
8525,8525,0,89.0,5.0,0,5669,0,,medium,,1,0,0
8526,8526,0,97.0,3.0,0,1257,1,,medium,,1,0,0
8527,8527,1,19.0,5.0,0,7234,0,,,old,0,1,0
8528,8528,0,35.0,1.0,1,9785,1,,medium,,1,0,0
8529,8529,0,96.0,1.0,0,7621,1,young,,,0,1,0
8530,8530,1,36.0,2.0,0,2061,1,young,,,0,0,1
8532,8532,0,21.0,1.0,0,1782,0,,,old,0,0,1
8533,8533,1,100.0,5.0,1,9801,1,,medium,,1,0,0
8534,8534,1,100.0,5.0,1,583,1,,,old,0,1,0
8536,8536,1,100.0,4.0,1,8907,1,,medium,,1,0,0
8537,8537,0,50.0,0.0,0,7264,1,,medium,,1,0,0
8538,8538,0,12.0,4.0,1,1267,1,,medium,,1,0,0
8539,8539,0,85.0,0.0,1,1760,1,,medium,,0,0,1
8540,8540,0,9.0,1.0,0,4798,1,,,old,1,0,0
8542,8542,0,1.0,4.0,1,3130,0,,,old,1,0,0
8543,8543,0,86.0,3.0,0,2823,1,,medium,,0,0,1
8544,8544,1,98.0,3.0,0,1992,0,,medium,,0,0,1
8545,8545,0,11.0,0.0,1,6234,1,,,old,0,0,1
8547,8547,1,53.0,2.48,1,9850,0,,medium,,0,0,1
8548,8548,0,18.0,4.0,0,5608,0,,,old,0,0,1
8550,8550,0,88.0,3.0,0,6343,0,,medium,,1,0,0
8551,8551,0,100.0,4.0,0,2278,0,young,,,0,0,1
8552,8552,0,26.0,0.0,0,6600,1,,medium,,0,0,1
8553,8553,0,33.0,5.0,1,3927,1,,,old,0,0,1
8554,8554,0,0.0,5.0,0,1691,1,young,,,0,1,0
8555,8555,1,15.0,4.0,1,5837,1,,medium,,0,1,0
8556,8556,1,35.0,5.0,0,3668,1,,medium,,1,0,0
8558,8558,0,54.0,0.0,0,9,0,,,old,1,0,0
8560,8560,1,12.0,4.0,1,8122,1,,,old,0,1,0
8563,8563,1,91.0,2.48,0,8438,0,,medium,,0,1,0
8564,8564,1,6.0,1.0,0,3426,0,,medium,,0,0,1
8566,8566,0,94.0,0.0,1,285,0,,medium,,0,1,0
8567,8567,0,32.0,2.48,1,9990,1,,,old,0,0,1
8568,8568,0,28.0,1.0,0,4035,0,,medium,,1,0,0
8569,8569,1,98.0,2.0,0,3057,1,,medium,,0,0,1
8570,8570,0,89.0,5.0,1,7077,1,,medium,,0,1,0
8575,8575,1,81.0,4.0,0,6489,0,young,,,0,1,0
8576,8576,0,10.0,0.0,0,8177,1,young,,,0,0,1
8579,8579,1,4.0,3.0,0,6939,1,,medium,,0,1,0
8580,8580,0,66.0,2.48,0,7931,0,,,old,0,1,0
8581,8581,1,100.0,4.0,1,6465,1,,medium,,1,0,0
8582,8582,0,85.0,5.0,0,2065,1,,,old,0,0,1
8583,8583,0,9.0,3.0,1,8386,1,,,old,0,0,1
8584,8584,0,6.0,0.0,0,7979,0,,,old,1,0,0
8586,8586,0,70.0,1.0,1,2731,1,,,old,0,1,0
8587,8587,0,12.0,1.0,1,5545,0,,,old,0,1,0
8588,8588,1,34.0,2.0,0,7165,1,,,old,0,0,1
8591,8591,0,85.0,3.0,0,5100,1,,,old,0,0,1
8593,8593,1,25.0,1.0,0,4671,1,,,old,1,0,0
8594,8594,0,37.0,1.0,1,5803,0,,medium,,0,1,0
8597,8597,0,87.0,2.0,1,2636,0,,medium,,0,0,1
8599,8599,0,43.0,4.0,1,5472,1,,,old,0,1,0
8600,8600,0,36.0,5.0,0,2205,1,,medium,,0,1,0
8601,8601,0,100.0,1.0,1,6365,1,,medium,,1,0,0
8603,8603,0,45.0,0.0,1,9531,1,,medium,,0,1,0
8605,8605,1,94.0,4.0,0,5175,0,young,,,0,1,0
8606,8606,1,92.0,0.0,0,912,0,,,old,0,1,0
8610,8610,0,20.0,2.0,1,1266,0,,medium,,0,1,0
8612,8612,0,48.0,5.0,0,2866,1,young,,,1,0,0
8614,8614,1,83.0,2.48,0,2740,1,,medium,,1,0,0
8617,8617,0,100.0,4.0,0,5806,1,young,,,0,1,0
8621,8621,1,9.0,0.0,0,8007,1,,medium,,0,1,0
8622,8622,0,65.0,3.0,0,5019,1,,medium,,0,1,0
8625,8625,1,48.0,4.0,0,3832,0,young,,,0,1,0
8626,8626,0,61.0,1.0,0,7469,1,,medium,,1,0,0
8627,8627,1,42.0,5.0,1,3583,1,,medium,,0,0,1
8628,8628,0,43.0,0.0,0,7005,0,,,old,0,0,1
8629,8629,1,66.0,2.0,0,8658,1,,medium,,0,1,0
8630,8630,0,77.0,1.0,0,5289,0,,medium,,0,1,0
8631,8631,0,9.0,3.0,1,1995,1,,medium,,1,0,0
8632,8632,0,80.0,4.0,0,9662,0,,medium,,1,0,0
8633,8633,1,100.0,2.0,1,6996,0,,,old,0,1,0
8634,8634,1,13.0,2.48,0,4042,1,,medium,,0,1,0
8636,8636,0,77.0,0.0,0,3687,1,,medium,,0,0,1
8638,8638,0,90.0,4.0,0,471,1,,medium,,0,1,0
8639,8639,0,85.0,5.0,0,6774,1,young,,,0,0,1
8640,8640,0,53.0,3.0,0,7282,0,,,old,1,0,0
8641,8641,1,55.0,2.48,0,4073,0,,,old,1,0,0
8642,8642,0,85.0,1.0,0,1725,0,young,,,0,0,1
8644,8644,1,84.0,0.0,1,7280,0,,,old,0,0,1
8645,8645,1,28.0,5.0,1,1967,1,,medium,,0,1,0
8646,8646,1,100.0,1.0,0,4459,0,young,,,1,0,0
8647,8647,0,92.0,2.0,0,1034,1,,,old,0,1,0
8648,8648,1,75.0,2.0,0,1191,1,,,old,1,0,0
8649,8649,1,26.0,3.0,0,1169,0,,,old,0,1,0
8650,8650,1,80.0,3.0,0,2114,1,,medium,,1,0,0
8651,8651,0,1.0,0.0,0,5425,1,young,,,1,0,0
